,model,prompt_method,prompt_short,sample_size,target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
190,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.562,30.0,2.392,3.3,6.465e+20,79730000000000.0,5.3
191,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.317,3.3,6.261e+20,77220000000000.0,4.4
192,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.674,279.0,1.585,3.3,4.607e+19,5682000000000.0,4.7
193,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.493,80.0,2.416,3.3,2.449e+20,30200000000000.0,5.1
194,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.736,30.0,2.427,3.3,6.559e+20,80900000000000.0,6.4
195,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,463.0,2.408,3.3,4.217e+19,5201000000000.0,5.2
196,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.891,142.0,2.364,3.3,1.35e+20,16650000000000.0,5.7
197,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.355,30.0,2.353,3.3,6.359e+20,78420000000000.0,4.5
198,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.788,30.0,2.438,3.3,6.588e+20,81260000000000.0,6.6
199,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.7,1450.0,255.0,57.0,4.325e+18,175900000000000.0,15.5
200,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.483,30.0,2.352,3.3,6.357e+20,78400000000000.0,4.7
201,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,279.0,1.589,3.3,4.618e+19,5696000000000.0,4.2
202,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.612,30.0,2.401,3.3,6.489e+20,80040000000000.0,5.8
203,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,98.234,2.41,3.261e+21,206800000000000.0,39.5
204,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.356,30.0,2.319,3.3,6.267e+20,77290000000000.0,4.6
205,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.891,187.0,2.372,3.3,1.029e+20,12690000000000.0,5.7
206,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.527,80.0,2.411,3.3,2.443e+20,30140000000000.0,5.2
207,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.703,30.0,2.426,3.3,6.556e+20,80860000000000.0,6.5
208,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.418,30.0,2.343,3.3,6.332e+20,78100000000000.0,4.3
209,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.572,279.0,1.561,3.3,4.536e+19,5594000000000.0,4.1
210,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,210.0,45.0,5.236e+18,175000000000000.0,14.5
211,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,30.0,2.415,3.3,6.528e+20,80510000000000.0,6.0
212,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.295,3.3,6.203e+20,76510000000000.0,4.4
213,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.755,279.0,2.351,3.3,6.832e+19,8427000000000.0,5.2
214,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.498,30.0,2.368,3.3,6.4e+20,78930000000000.0,4.9
215,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,7.5,500.0,142.321,3.12,2.875e+21,284600000000000.0,35.2
216,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,463.0,2.412,3.3,4.224e+19,5210000000000.0,5.0
217,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.843,30.0,2.437,3.3,6.586e+20,81220000000000.0,6.7
218,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.392,30.0,2.331,3.3,6.301e+20,77700000000000.0,4.5
219,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.576,80.0,2.417,3.3,2.449e+20,30210000000000.0,5.3
220,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.684,279.0,1.595,3.3,4.635e+19,5716000000000.0,4.7
221,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.459,30.0,2.359,3.3,6.376e+20,78630000000000.0,4.8
222,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.731,187.0,2.392,3.3,1.038e+20,12790000000000.0,6.4
223,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.517,30.0,2.381,3.3,6.436e+20,79370000000000.0,5.1
224,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,475.0,115.678,2.52,3.521e+21,243500000000000.0,42.8
225,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.573,30.0,2.385,3.3,6.446e+20,79500000000000.0,5.2
226,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.5,475.0,95.23,2.35,3.215e+21,200500000000000.0,38.7
227,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.2
228,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,3.2,1200.0,180.5,45.0,2.35e+18,150400000000000.0,12.5
229,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,30.0,2.412,3.3,6.518e+20,80400000000000.0,6.5
230,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.321,30.0,2.328,3.3,6.293e+20,77600000000000.0,4.7
231,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.8,500.0,135.2,3.1,2.815e+21,270400000000000.0,35.2
232,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.683,187.0,2.378,3.3,1.031e+20,12720000000000.0,5.8
233,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.505,463.0,2.398,3.3,4.2e+19,5180000000000.0,4.9
234,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.892,279.0,2.352,3.3,6.836e+19,8435000000000.0,5.7
235,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.5,475.0,102.45,2.4,3.35e+21,215700000000000.0,40.8
236,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.315,3.3,6.257e+20,77170000000000.0,4.3
237,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.652,30.0,2.392,3.3,6.464e+20,79730000000000.0,6.0
238,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.411,80.0,2.412,3.3,2.445e+20,30150000000000.0,4.7
239,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,279.0,1.585,3.3,4.607e+19,5682000000000.0,4.6
240,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.7,500.0,145.8,2.8,3.68e+21,291600000000000.0,38.5
241,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.558,30.0,2.378,3.3,6.428e+20,79270000000000.0,5.1
242,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.937,187.0,2.362,3.3,1.024e+20,12630000000000.0,6.4
243,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,30.0,2.401,3.3,6.488e+20,80030000000000.0,5.9
244,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.285,30.0,2.302,3.3,6.222e+20,76740000000000.0,4.1
245,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,6.2,475.0,112.8,2.5,3.52e+21,237500000000000.0,42.3
246,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.493,279.0,1.575,3.3,4.577e+19,5644000000000.0,4.4
247,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.815,30.0,2.435,3.3,6.581e+20,81170000000000.0,6.7
248,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.332,30.0,2.342,3.3,6.33e+20,78070000000000.0,4.6
249,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.688,187.0,2.385,3.3,1.034e+20,12750000000000.0,5.6
250,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.483,30.0,2.352,3.3,6.357e+20,78400000000000.0,4.7
251,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.721,279.0,1.589,3.3,4.618e+19,5696000000000.0,5.2
252,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,98.723,2.51,3.309e+21,207800000000000.0,38.9
253,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.3
254,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.612,187.0,2.401,3.3,1.041e+20,12840000000000.0,6.5
255,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,30.0,2.411,3.3,6.516e+20,80370000000000.0,6.4
256,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.532,463.0,2.387,3.3,4.181e+19,5157000000000.0,4.9
257,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.401,30.0,2.358,3.3,6.374e+20,78610000000000.0,4.6
258,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.915,279.0,2.351,3.3,6.832e+19,8425000000000.0,5.8
259,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.277,30.0,2.301,3.3,6.219e+20,76700000000000.0,4.2
260,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,142.316,3.12,2.921e+21,284600000000000.0,32.6
261,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.688,80.0,2.441,3.3,2.474e+20,30510000000000.0,5.7
262,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.563,30.0,2.379,3.3,6.431e+20,79300000000000.0,5.1
263,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.347,30.0,2.342,3.3,6.33e+20,78070000000000.0,4.5
264,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.795,279.0,1.576,3.3,4.579e+19,5647000000000.0,5.4
265,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.623,30.0,2.396,3.3,6.475e+20,79860000000000.0,6.0
266,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.509,463.0,2.412,3.3,4.224e+19,5209000000000.0,5.0
267,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.431,30.0,2.361,3.3,6.381e+20,78700000000000.0,4.8
268,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.876,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.6
269,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.314,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.4
270,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.8,1200.0,250.0,55.0,5.217e+18,208300000000000.0,18.5
271,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.702,30.0,2.407,3.3,6.505e+20,80230000000000.0,6.3
272,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.589,279.0,1.593,3.3,4.629e+19,5709000000000.0,4.7
273,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.453,80.0,2.398,3.3,2.43e+20,29970000000000.0,4.9
274,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.837,30.0,2.435,3.3,6.582e+20,81180000000000.0,6.7
275,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.4
276,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,279.0,1.59,3.3,4.62e+19,5700000000000.0,4.9
277,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,90.2,2.3,3.38e+21,190000000000000.0,41.0
278,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.601,30.0,2.39,3.3,6.46e+20,79700000000000.0,6.1
279,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.0
280,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,187.0,2.41,3.3,1.04e+20,12900000000000.0,6.2
281,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.512,80.0,2.35,3.3,2.38e+20,29380000000000.0,4.7
282,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.5,500.0,130.0,4.5,1.15e+21,260000000000000.0,62.0
283,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.35,3.3,6.35e+20,78330000000000.0,5.8
284,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.876,279.0,2.31,3.3,6.71e+19,8280000000000.0,5.2
285,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.321,30.0,2.33,3.3,6.3e+20,77670000000000.0,4.6
286,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.684,463.0,2.38,3.3,4.17e+19,5140000000000.0,5.0
287,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,5.0,1500.0,250.0,55.0,4.8e+18,166700000000000.0,15.5
288,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.559,30.0,2.36,3.3,6.38e+20,78670000000000.0,4.8
289,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.711,30.0,2.4,3.3,6.49e+20,80000000000000.0,6.0
290,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.493,279.0,1.58,3.3,4.59e+19,5660000000000.0,4.2
291,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.638,187.0,2.37,3.3,1.03e+20,12670000000000.0,6.0
292,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.0,500.0,28.0,2.5,8e+20,56000000000000.0,29.0
293,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.402,30.0,2.34,3.3,6.32e+20,78000000000000.0,4.5
294,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.921,279.0,2.35,3.3,6.83e+19,8420000000000.0,5.5
295,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.573,80.0,2.39,3.3,2.42e+20,29880000000000.0,5.0
296,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.289,30.0,2.3,3.3,6.22e+20,76670000000000.0,4.2
297,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.782,30.0,2.41,3.3,6.51e+20,80330000000000.0,6.5
298,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.651,463.0,2.4,3.3,4.2e+19,5180000000000.0,5.2
299,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.506,30.0,2.36,3.3,6.38e+20,78670000000000.0,4.7
300,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.587,30.0,2.356,3.3,6.367e+20,78530000000000.0,5.2
301,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.312,3.3,6.248e+20,77060000000000.0,4.2
302,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.589,3.3,4.617e+19,5695000000000.0,4.6
303,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.341,3.3,6.327e+20,78030000000000.0,4.8
304,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,90.558,2.222,3.41e+21,190600000000000.0,41.5
305,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,187.0,2.368,3.3,1.027e+20,12660000000000.0,6.0
306,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.501,30.0,2.374,3.3,6.416e+20,79130000000000.0,4.4
307,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.678,279.0,1.573,3.3,4.571e+19,5637000000000.0,4.8
308,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.355,30.0,2.365,3.3,6.392e+20,78830000000000.0,4.5
309,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.728,30.0,2.397,3.3,6.478e+20,79900000000000.0,5.8
310,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.5,500.0,135.756,4.709,1.081e+21,271500000000000.0,64.5
311,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.612,80.0,2.423,3.3,2.455e+20,30280000000000.0,5.2
312,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.293,30.0,2.337,3.3,6.317e+20,77910000000000.0,4.0
313,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.751,279.0,2.346,3.3,6.819e+19,8410000000000.0,5.5
314,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.522,30.0,2.374,3.3,6.417e+20,79150000000000.0,4.6
315,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.683,463.0,2.394,3.3,4.193e+19,5171000000000.0,5.0
316,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.401,30.0,2.352,3.3,6.356e+20,78390000000000.0,4.4
317,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,5.0,1500.0,270.0,60.0,4.415e+18,180000000000000.0,16.0
318,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.559,30.0,2.409,3.3,6.51e+20,80290000000000.0,5.0
319,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.698,279.0,1.548,3.3,4.499e+19,5549000000000.0,4.8
320,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.321,30.0,2.331,3.3,6.301e+20,77710000000000.0,4.2
321,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.785,30.0,2.429,3.3,6.564e+20,80960000000000.0,6.0
322,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.533,463.0,2.415,3.3,4.229e+19,5216000000000.0,4.6
323,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.647,30.0,2.387,3.3,6.452e+20,79580000000000.0,5.2
324,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.1,500.0,28.512,2.448,8.404e+20,57020000000000.0,29.7
325,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,30.0,2.385,3.3,6.446e+20,79500000000000.0,5.8
326,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.512,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.2
327,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.763,30.0,2.401,3.3,6.488e+20,80030000000000.0,6.5
328,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.6
329,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.931,187.0,2.392,3.3,1.037e+20,12790000000000.0,5.7
330,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.405,80.0,2.411,3.3,2.444e+20,30140000000000.0,4.9
331,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.687,30.0,2.378,3.3,6.428e+20,79270000000000.0,6.0
332,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.551,463.0,2.412,3.3,4.224e+19,5209000000000.0,5.2
333,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.775,30.0,2.415,3.3,6.527e+20,80500000000000.0,6.7
334,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.321,30.0,2.342,3.3,6.329e+20,78060000000000.0,4.7
335,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,105.623,2.415,3.371e+21,222400000000000.0,39.8
336,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.588,279.0,1.586,3.3,4.609e+19,5685000000000.0,4.4
337,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.452,30.0,2.359,3.3,6.375e+20,78630000000000.0,5.3
338,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.701,30.0,2.391,3.3,6.462e+20,79700000000000.0,6.3
339,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.893,142.0,2.368,3.3,1.352e+20,16670000000000.0,4.9
340,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.277,30.0,2.311,3.3,6.246e+20,77030000000000.0,4.3
341,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,30.0,2.382,3.3,6.439e+20,79410000000000.0,5.9
342,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.483,279.0,1.573,3.3,4.571e+19,5637000000000.0,4.1
343,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,30.0,2.407,3.3,6.505e+20,80230000000000.0,6.4
344,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.358,30.0,2.349,3.3,6.348e+20,78300000000000.0,4.8
345,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.967,187.0,2.376,3.3,1.03e+20,12710000000000.0,5.6
346,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.541,80.0,2.417,3.3,2.45e+20,30210000000000.0,5.1
347,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.682,30.0,2.395,3.3,6.473e+20,79830000000000.0,6.1
348,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.472,463.0,2.398,3.3,4.2e+19,5180000000000.0,4.7
349,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.756,30.0,2.421,3.3,6.544e+20,80700000000000.0,6.6
350,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.584,30.0,2.389,3.3,6.457e+20,79640000000000.0,5.8
351,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,95.623,2.315,3.212e+21,201300000000000.0,38.2
352,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.312,3.3,6.249e+20,77070000000000.0,4.2
353,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.598,3.3,4.644e+19,5728000000000.0,5.2
354,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.512,80.0,2.418,3.3,2.451e+20,30230000000000.0,5.1
355,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,8.5,500.0,145.892,2.789,3.535e+21,291800000000000.0,35.6
356,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,30.0,2.401,3.3,6.489e+20,80040000000000.0,6.5
357,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.893,187.0,2.386,3.3,1.034e+20,12760000000000.0,6.7
358,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.456,30.0,2.348,3.3,6.345e+20,78260000000000.0,4.6
359,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.735,279.0,1.575,3.3,4.578e+19,5645000000000.0,4.7
360,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,210.0,45.0,6.912e+18,175000000000000.0,14.5
361,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.688,30.0,2.425,3.3,6.554e+20,80830000000000.0,6.6
362,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.3
363,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.952,279.0,2.351,3.3,6.834e+19,8429000000000.0,5.8
364,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.578,463.0,2.412,3.3,4.224e+19,5209000000000.0,5.0
365,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,6.2,475.0,132.456,2.612,3.716e+21,278900000000000.0,43.2
366,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.412,30.0,2.352,3.3,6.356e+20,78390000000000.0,4.8
